,alamat_jalan,bangunan,bujur,desa_kelurahan,kabupaten_kota,kecamatan,kode_pengelolaan,koleksi,lintang,luas_tanah,museum_id,nama,pengelola,propinsi,sdm,standar,status_kepemilikan,sumber_dana,tahun_berdiri,tipe
0,"Jl. Silang Monas, Gambir",Baru,106.8271310,-,Kota Jakarta Pusat,Gambir,MS000126,,-6.1754140,80000,CD3B85D4-9056-436C-A8D4-DDAD448CB8B0,Monumen Nasional ,PEMERINTAH DAERAH,D.K.I. Jakarta,,C,,PEMERINTAH DAERAH,1975,Umum
1,Jl. Diponegoro No. 29,Lama,106.8377380,-,Kota Jakarta Selatan,Cilandak,MS000085,,-6.1995800,,1D2791AF-E637-4CF2-A687-962C3133EDEA,Museum Adam Malik (tidak aktif),Yayasan Adam Malik,D.K.I. Jakarta,,-,,YAYASAN ADAM MALIK,1985,khusus
2,Jl. Batan I No.2 Lebak Bulus,Baru,106.7712970,-,Kota Jakarta Selatan,Cilandak,MS000095,,-6.2908520,,2FFA5520-A076-4A74-B1D4-A4F94FDAA3FA,Museum Al-Qur’an,Perguruan Tinggi Ilmu Al Quran,D.K.I. Jakarta,,-,,PERGURUAN TINGGI ILMU AL QURAN,1981,Khusus
3,Gedung Lembaga Alkitab Indonesia Lt. 2 Jl. Salemba Raya No. 12 Senen,Lama,106.9025100,-,Kota Jakarta Pusat,Senen,MS000089,6000,-6.1408990,,C9A0C7E9-E930-4EE3-8E39-9B907D1ED89B,Museum Alkitab,Yayasan Lembaga Alkitab Indonesia,D.K.I. Jakarta,,B,,YAYASAN LEMBAGA ALKITAB INDONESIA,1954,khusus
4,Jl. Salemba No.6,Lama,106.8486230,-,Kota Jakarta Pusat,Senen,MS000142,,-6.1939590,,1738F1BC-5849-4B6F-97D9-F0C22EAEDEAE,"Museum Anatomy FK, UI",Fakultas Kedokteran UI,D.K.I. Jakarta,,-,,FAKULTAS KEDOKTERAN UI,,khusus
5,"Jl. Rajawali Selatan Raya no. 3 Gn. Sahari Utara, Sawah Besar",Baru,106.8402340,-,Kota Jakarta Pusat,Sawah Besar,MS000134,,-6.1469940,2000,4A33CF6F-A284-4E42-830B-E7DC755614CD,Museum Art Mon Decor,Swasta,D.K.I. Jakarta,,-,,SWASTA,2011,khusus
6,Gd. Bank Indonesia Lt. 6 Jl. Kebon Sirih No. 82 - 84,Baru,106.8264110,-,Kota Jakarta Pusat,Menteng,MS000061,,-6.1827780,,55C9B159-693F-4B1E-9A7D-79C07EE381AE,Museum Artha Suaka,Bank Indonesia,D.K.I. Jakarta,,-,,BANK INDONESIA,2006,khusus
7,Kompleks Taman Mini,Baru,106.8959610,-,Kota Jakarta Timur,Cipayung,MS000049,,-6.3001030,6500,3E27F2C6-C170-4132-BB59-598DD39DD84C,Museum Asmat,YAYASAN Harapan Kita,D.K.I. Jakarta,,B,,YAYASAN HARAPAN KITA,1986,Khusus
8,Jl. Pasar Ikan  No.1,Lama,106.8089750,-,Kota Jakarta Utara,Penjaringan,MS000136,126,-6.1273430,,DE051784-7E56-40B4-91B8-EA042423D2BD,Museum Bahari,PEMERINTAH DAERAH,D.K.I. Jakarta,,A,,PEMERINTAH DAERAH,1977,Khusus
9,Jl. M.H. Thamrin No. 2,Baru,106.8127080,-,Kota Jakarta Barat,Taman Sari,MS000065,,-6.1371980,,54000A62-6DD2-4A4B-9AB6-8037C15B2E6F,Museum Bank Indonesia,BANKINDONESIA,D.K.I. Jakarta,,A,,BANK  INDONESIA,2006,Khusus
10,"Jl. Lapangan Stasiun No. 1,  (Depan Stasiun Kota)",Lama,106.8130390,-,Kota Jakarta Barat,Taman Sari,MS000141,,-6.1381770,10039,D4EC3CD9-240D-441F-9350-EF17ADA8380E,Museum Bank Mandiri,BANKMANDIRI,D.K.I. Jakarta,,A,,BANK  MANDIRI,1998,Khusus
11,Jl. Gajah Mada No. 1,,106.8195610,-,Kota Jakarta Barat,Taman Sari,MS000002,,-6.1670710,500,3C67B43A-1145-40EA-A601-007B31D8CA08,Museum Bank Tabungan Negara,"PT. Bank Tabungan Negara (PERSERO), Tbk",D.K.I. Jakarta,,-,,"PT. BANK TABUNGAN NEGARA (PERSERO), TBK",,Khusus
12,Jl. Keuangan Raya No.19,Lama,106.7933580,-,Kota Jakarta Selatan,Cilandak,MS000094,843,-6.2897580,300,9B03CD40-F0C5-4DB1-BAFF-A24ECDBA81A5,Museum Basoeki Abdullah ,KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN,D.K.I. Jakarta,20,A,,KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN,2001,Khusus
13,Kompleks Taman Mini – Jakarta Timur,Baru,106.8872550,-,Kota Jakarta Timur,Pasar Rebo,MS000071,,-6.3025620,12000,9596C596-72CC-4CA0-9B3D-8766C6B2264E,Museum Bayt  Al-Qur’an dan Museum Istiqlal,KEMENTERIAN AGAMA,D.K.I. Jakarta,,A,,KEMENTERIAN AGAMA,1997,Khusus
14,Kompleks Taman Mini,Baru,106.9034390,-,Kota Jakarta Timur,Pasar Rebo,MS000090,,-6.3007030,60000,FCF615AD-7676-4547-A59C-9BA46CB6773B,Museum Burung,YAYASAN Harapan Kita,D.K.I. Jakarta,,A,,YAYASAN HARAPAN KITA,1986,Khusus
15,Jl. Kemang  Timur  66,Lama,106.8245130,-,Kota Jakarta Selatan,Mampang Prapatan,MS000053,2800,-6.2676280,4200,D3F6BD8D-5C64-4420-83D6-64644FCB4184,Museum Di Tengah Kebun,Swasta,D.K.I. Jakarta,,-,,SWASTA,2009,Umum
16,Kompleks Parlemen Gd Nusantara Lt. 2 Jl. Gatot Subroto,Baru,106.7993420,-,Kota Jakarta Selatan,Kebayoran Baru,MS000109,571,-6.2092810,,D85E4BC1-170E-4D75-AF81-C5AA52CD9A6E,Museum DPR / MPR,Yayasan Museum DPR-RI,D.K.I. Jakarta,,-,,YAYASAN MUSEUM DPR-RI,1997,khusus
17,Kompleks Taman Mini,Baru,106.8947910,-,Kota Jakarta Timur,Pasar Rebo,MS000006,,-6.3057890,5500,1FF22796-E364-473C-9DA0-0D2CC2F0908F,Museum Dunia Air Tawar,Badan Pengelola dan Pengembangan TMII,D.K.I. Jakarta,,A,,BADAN PENGELOLA DAN PENGEMBANGAN TMII,1994,Khusus
18,Kompleks Taman Mini,Baru,106.9010580,-,Kota Jakarta Timur,Cipayung,MS000059,150,-6.3037670,10120,D7DDF935-95AE-41F4-8D71-728889E05766,Museum Fauna Indonesia/ Komodo,YAYASAN Harapan Kita,D.K.I. Jakarta,,-,,YAYASAN HARAPAN KITA,1978,Khusus
19,"Jl. Melaka Nomor 7-9, Roa Malaka, Tambora, Kawasan Kota Tua",Lama,106.8155740,-,Kota Jakarta Pusat,Sawah Besar,MS000129,,-6.1356960,90,C40E439C-FD31-421D-AD23-E3D3E355AD38,Museum Galeri Melaka,PEMERINTAH DAERAH,D.K.I. Jakarta,,-,,PEMERINTAH DAERAH,2013,khusus
20,Kompleks Taman Mini,Baru,106.8992820,-,Kota Jakarta Timur,Cipayung,MS000120,,-6.3038920,35000,0E99E31B-983E-42B2-8E0D-D26FCF047A5D,Museum Graha Widya Patra (Minyak dan Gas Bumi) ,PERTAMINA,D.K.I. Jakarta,,-,,PERTAMINA,1989,Khusus
21,Kompleks Taman Mini,baru,106.8935890,-,Kota Jakarta Timur,Cipayung,MS000063,,-6.2995770,5000,9B84C649-64AE-478E-9EB3-7DAE2AFAC590,Museum Hakka Indonesia TMII,Badan Pengelola dan Pengembangan TMII,D.K.I. Jakarta,,-,,BADAN PENGELOLA DAN PENGEMBANGAN TMII,2014,khusus
22,Jl. Cilandak Tengah No. 71,Lama,106.8018170,-,Kota Jakarta Selatan,Cilandak,MS000125,,-6.2892210,,F8D9DAA6-75B1-4330-BAD6-DA85E1568FBA,Museum Hari Darsono,Yayasan Hari Darsono,D.K.I. Jakarta,,-,,YAYASAN HARI DARSONO,2001,khusus
23,"Jl. Taman Mini I, Kompleks Taman Mini",Baru,106.8913750,-,Kota Jakarta Timur,Pasar Rebo,MS000087,,-6.3010560,7000,84B089D5-12F1-4E6F-BD44-9AC6B3475328,Museum Indonesia,Badan Pengelola dan Pengembangan TMII,D.K.I. Jakarta,,B,,BADAN PENGELOLA DAN PENGEMBANGAN TMII,1980,Khusus
24,Jl. Menteng Raya  No.31,Lama,106.8364410,-,Kota Jakarta Pusat,Menteng,MS000054,,-6.1861720,2400,6E1B1391-6080-47ED-B165-6A6EA5497C3B,Museum Joang’ 45,PEMERINTAH DAERAH,D.K.I. Jakarta,,B,,PEMERINTAH DAERAH,1974,Khusus
25,Jl. Katedral 7,Lama,106.8329960,-,Kota Jakarta Pusat,Sawah Besar,MS000100,,-6.1691900,400,991324D5-1CE3-40F6-8E83-B312B7BD2CBB,Museum Katedral,Gereja Katedral,D.K.I. Jakarta,,C,,GEREJA KATEDRAL,1991,Khusus
26,Jl. Abdulrahman Saleh  No.26,Lama,106.8380940,-,Kota Jakarta Pusat,Senen,MS000149,2042,-6.1783470,14625,8F1EFBF9-183E-4091-8727-FE7D5E3DA072,Museum Kebangkitan Nasional,KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN,D.K.I. Jakarta,,A,,KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN,1974,Khusus
27,Gedung Manggala Wanabakti Blok VI Jl. Jend. Gatot Subroto,Baru,106.7993900,-,Kota Jakarta Selatan,Setia Budi,MS000022,883,-6.2064420,1466,A93FE774-8272-4672-A980-35A95D165D20,Museum Kehutanan Manggala Wanabhakti,KLH dan Kehutanan,D.K.I. Jakarta,,C,,KLH DAN KEHUTANAN,1983,Khusus
28,"Kompleks Taman Mini, Jl Raya Pondok Gede",Baru,106.8967390,-,Kota Jakarta Timur,Cipayung,MS000048,,-6.3056530,4500,6455DE7E-6AE5-4115-AA47-58FC750DD70E,Museum Keprajuritan  ,Pusjarah TNI,D.K.I. Jakarta,,C,,PUSJARAH TNI,1987,Khusus
29,"Jl. H. Kamang N0. 38, Pondok Labu",Baru,106.7905730,-,Kota Jakarta Selatan,Cilandak,MS000081,,-6.3078770,,E12F5E5B-AD5C-4F53-80B5-931F36F5BAEC,Museum Layang-layang,Merindo Kites & Gallery,D.K.I. Jakarta,,B,,MERINDO KITES & GALLERY,2003,Khusus
30,"Jl. Raya Taman Mini, Komp. Taman Mini Indonesia Indah ",Baru,106.9050150,-,Kota Jakarta Timur,Cipayung,MS000082,,-6.3033740,30000,6E066BE2-C62D-447C-894D-93869637B6BA,Museum Listrik dan Energi Baru,PT. PLN (Persero) Pusdiklat,D.K.I. Jakarta,,B,,PT. PLN (PERSERO) PUSDIKLAT,1995,Khusus
31,Jl. Pasar Minggu Km. 18,Lama,106.8452780,-,Kota Jakarta Selatan,Pasar Minggu,MS000029,,-6.1665900,,46B01467-450E-4913-9562-3D12095E1BC3,Museum Lukisan S. Sujoyono,Yayasan S. Sudjojono Center,D.K.I. Jakarta,,-,,YAYASAN S. SUDJOJONO CENTER,1989,Khusus
32,Jl. Kenari  No.15,Lama,106.8452780,-,Kota Jakarta Pusat,Senen,MS000083,,-6.1933370,870,FA9ABE78-1010-4A82-8AC8-94662EA100BD,Museum Moh. Husni Thamrin,PEMERINTAH DAERAH,D.K.I. Jakarta,,-,,PEMERINTAH DAERAH,1986,Khusus
33,Jl. Merdeka Barat  No.12,Baru,106.8216760,-,Kota Jakarta Pusat,Gambir,MS000130,140000,-6.1764020,26000,69ACA843-4828-4B56-90D1-E5F11B3186FB,Museum Nasional,KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN,D.K.I. Jakarta,,A,,KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN,1868,Umum
34,"Jl. Teuku Umar No. 40,  Menteng",Lama,106.8327700,-,Kota Jakarta Pusat,Menteng,MS000051,,-6.1929550,2000,C73070E3-072D-49D6-9338-606F6BCA7443,Museum Nasional Jenderal Besar DR. A.H. Nasution ,DINAS SEJARAH ANGKATAN DARAT ,D.K.I. Jakarta,,B,,DINAS SEJARAH ANGKATAN DARAT ,2008,Khusus
35,Jalan Raya Taman Mini Indonesia Indah,Baru,106.8890310,-,Kota Jakarta Timur,Cipayung,MS000127,,-6.3042830,15000,138F74BB-ADD8-4A1C-BC59-DDFBD4B28C9E,Museum Olahraga Nasional,KEMENTERIAN PEMUDA DAN OLAHRAGA,D.K.I. Jakarta,,B,,KEMENTERIAN PEMUDA DAN OLAHRAGA,1989,Khusus
36,Jl. Taman Mini 1,Baru,106.8838790,-,Kota Jakarta Timur,Makasar,MS000078,,-6.2960970,52000,E58370C3-334B-4211-9431-8E53B7D3FF30,Museum Padepokan Pencak Silat,Badan Pengelola dan Pengembangan TMII,D.K.I. Jakarta,,-,,BADAN PENGELOLA DAN PENGEMBANGAN TMII,1997,Khusus
37,Jl. Pondok Gede,Baru,106.8900490,-,Kota Jakarta Timur,Cipayung,MS000150,,-6.3008040,14300,6E7F674F-65F9-4264-8D85-FFD9D01D82BA,Museum Pancasila Sakti,Pusjarah TNI,D.K.I. Jakarta,,-,,PUSJARAH TNI,1972,Khusus
38,-,,106.5225200,-,Kab. Kepulauan Seribu,Kepulauan Seribu Selatan,MS000039,,-5.8028290,,6B603398-2C25-456B-98B3-47916086B659,Museum Paus,,D.K.I. Jakarta,,-,,,,
39,TMII,,106.8878500,-,Kota Jakarta Timur,Pasar Rebo,MS000099,,-6.3035020,,8BF36D81-BBA8-4B4C-B3EE-B27E419CF70E,Museum Pemadam Kebakaran ,,D.K.I. Jakarta,,,,,,
40,Jl. Pintu II Kompleks Taman Mini,Baru,106.8927330,-,Kota Jakarta Timur,Cipayung,MS000128,486,-6.2999960,10850,8F3F3CAC-7EF6-48EB-8AA2-E09EBC15FD6D,Museum Penerangan,Kementerian Komunikasi & Informasi,D.K.I. Jakarta,,B,,KEMENTERIAN KOMUNIKASI & INFORMASI,1993,Khusus
41,Kompleks Taman Mini,Baru,106.9017610,-,Kota Jakarta Timur,Cipayung,MS000064,,-6.3041720,9590,D53E84E0-4F2E-4D3D-9226-7F48D2A74058,Museum Perangko,POS DAN GIRO,D.K.I. Jakarta,,B,,POS DAN GIRO,1983,Khusus
42,Jl. Antara No. 59-61,Lama,106.8341890,Pasar Baru,Kota Jakarta Pusat,Sawah Besar,MS000032,,-6.1656600,,8EE8C8F1-9ECF-45D6-9894-40656CAA59D9,Museum Pers Antara (Graha Bakti Antara),Lembaga Kantor Berita Nasional (LKBN) Antara,D.K.I. Jakarta,,B,,LEMBAGA KANTOR BERITA NASIONAL,1992,Khusus
43,Jl. Imam Bonjol No.1,Lama,106.8310690,-,Kota Jakarta Pusat,Menteng,MS000013,804,-6.2004730,3914,A5D88FFC-34B6-4531-AFBA-21B9C911C879,Museum Perumusan   Naskah Proklamasi,KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN,D.K.I. Jakarta,,A,,KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN,1992,Khusus
44,Jl. Trunojoyo No. 3,Baru,106.8027980,-,Kota Jakarta Selatan,Kebayoran Baru,MS000008,,-6.2393720,,F0EFC5C5-6719-400E-9AC7-178970370265,Museum POLRI ,Bidang Museum Pusjarah POLRI,D.K.I. Jakarta,,C,,BIDANG MUSEUM PUSJARAH POLRI,2009,Khusus
45,Kepulauan Seribu,Lama,106.7350750,-,Kab. Kepulauan Seribu,Kepulauan Seribu Selatan,MS000012,,-6.0340490,,10915CDE-5BD7-456B-BB73-20B7B9E6160C,Museum Pulau Onrust,PEMERINTAH DAERAH,D.K.I. Jakarta,,-,,PEMERINTAH DAERAH,,Umum
46,"Jl. Taman Mini I, Kompleks Taman Mini",Baru,106.8866400,-,Kota Jakarta Timur,Cipayung,MS000035,13000,-6.3006640,19730,3D3E5470-5827-4FEF-9728-44948122B818,Museum Purna Bhakti Pertiwi,YAYASAN Purna Bhakti Pertiwi,D.K.I. Jakarta,,A,,YAYASAN PURNA BHAKTI PERTIWI,1993,Khusus
47,"Jl. Pintu I, Kompleks Taman Mini Indonesia Indah",Baru,106.8967280,-,Kota Jakarta Timur,Cipayung,MS000025,4640,-6.3056660,3800,4A64D407-6135-447D-853C-376505AD02E8,Museum Pusaka,YAYASAN Harapan Kita,D.K.I. Jakarta,,A,,YAYASAN HARAPAN KITA,1993,Khusus
48,Kompleks Taman Mini Indonesia Indah,Baru,106.9009390,-,Kota Jakarta Timur,Pasar Rebo,MS000079,,-6.3010870,1000,B74B507F-3DE1-4470-8B79-8ECFA3E3559B,Museum Pusat Peragaan IPTEK,"KEMENTERIAN RISET, TEKNOLOGI DAN DIKTI",D.K.I. Jakarta,,A,,"KEMENTERIAN RISET, TEKNOLOGI DAN DIKTI",1991,Khusus
49,Jl. Lebak Bulus No. 1,Lama,106.7858830,-,Kota Jakarta Selatan,Cilandak,MS000110,,-6.2970540,,EAF7AC06-6810-42DB-8111-C776B22CF4BC,Museum Reksa Artha,Perum Percetakan Uang Negara,D.K.I. Jakarta,,-,,PERUM PERCETAKAN UANG NEGARA,1989,khusus
50,Jl. Lembang No. 58,Lama,106.8365050,-,Kota Jakarta Pusat,Menteng,MS000122,,-6.2045340,1500,97FE1D6C-7A85-45F0-9BE3-D4CC6579800C,Museum Sasmita Loka A. Yani ,Pusjarah TNI,D.K.I. Jakarta,,-,,PUSJARAH TNI,1966,Khusus
51,Jl. Gatot Subroto  Kav. 14,Lama,106.8190830,-,Kota Jakarta Selatan,Setia Budi,MS000121,,-6.2311510,56670,C84F19DF-F87E-4914-827B-D39CFE63B9EC,Museum Satria Mandala,Pusjarah TNI,D.K.I. Jakarta,,A,,PUSJARAH TNI,1972,Khusus
52,Jl. Taman Fatahillah  No.1,Lama,106.8133210,-,Kota Jakarta Barat,Taman Sari,MS000056,23500,-6.1352430,13388,3BD65D8F-0BA9-45B5-81F0-6E2F0A23D20D,Museum Sejarah Kota Jakarta “Museum Fatahillah,PEMERINTAH DAERAH,D.K.I. Jakarta,,A,,PEMERINTAH DAERAH,1974,Khusus
53,"Gd. Mahkamah Konstitusi lt. 5 & 6, Jl. Medan Merdeka Barat no. 6",Baru,106.8220670,-,Kota Jakarta Pusat,Gambir,MS000077,,-6.1735890,1462,EDC34295-F7CA-450F-9CB4-8B8F75FBD6E2,Museum Sejarah Mahkamah Konstitusi (Pusat Sejarah Konstitusi MK),Mahkamah Konstitusi,D.K.I. Jakarta,,-,,MAHKAMAH KONSTITUSI,2014,khusus
54,Jl. Medan Merdeka Timur No. 14,Lama,106.8320380,-,Kota Jakarta Pusat,Gambir,MS000050,1785,-6.1782510,17600,DC658481-5F65-4949-AC8E-5F1E051C608D,Museum Seni Galeri Nasional Indonesia,Kementerian Pendidikan dan Kebudayaan,D.K.I. Jakarta,,-,,KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN,1999,khusus
55,Jl. Pos Kota  No.2,Lama,106.8143650,-,Kota Jakarta Barat,Taman Sari,MS000113,1414,-6.1342150,8875,51764722-CA84-4438-BB8B-CB504807E1CF,Museum Seni Rupa dan Keramik,PEMERINTAH DAERAH,D.K.I. Jakarta,,A,,PEMERINTAH DAERAH,1976,Khusus
56,Kompleks Taman Mini,Baru,106.8954340,-,Kota Jakarta Timur,Cipayung,MS000007,,-6.3057800,5000,92986F7D-24BA-4C42-AA6E-1487513CDACE,Museum Serangga,Badan Pengelola dan Pengembangan TMII,D.K.I. Jakarta,,B,,BADAN PENGELOLA DAN PENGEMBANGAN TMII,1993,Khusus
57,Jl. Kramat Raya  No.106,Lama,106.8431910,-,Kota Jakarta Pusat,Senen,MS000098,2867,-6.1837580,1040,98A61286-001D-48A2-9082-B02CE16D4051,Museum Sumpah Pemuda,KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN,D.K.I. Jakarta,,A,,KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN,1973,Khusus
58,Jl. Tanah Abang 1,Lama,106.8194970,-,Kota Jakarta Pusat,Tanah Abang,MS000067,,-6.1723410,1200,63EF6980-D393-4BF1-8DDD-813000997488,Museum Taman Prasasti,PEMERINTAH DAERAH,D.K.I. Jakarta,,C,,PEMERINTAH DAERAH,1977,Khusus
59,Jl. Aipda K.S. Tubun  No. 2 – 4,Lama,106.8096050,-,Kota Jakarta Barat,Grogol Petamburan,MS000105,1914,-6.1879170,16410,25D402FB-ACBA-4F0C-9869-BB5701FA75FC,Museum Tekstil,PEMERINTAH DAERAH,D.K.I. Jakarta,,A,,PEMERINTAH DAERAH,1976,Khusus
60,"Jl. Raya Taman Mini I, Kompleks Taman Mini",Baru,106.8891370,-,Kota Jakarta Timur,Cipayung,MS000017,,-6.3029920,23600,B89238FA-367C-458C-96A4-28FCEC804749,Museum Telekomunikasi ,PT.Telekomunikasi Indonesia,D.K.I. Jakarta,,C,,PT.TELEKOMUNIKASI INDONESIA,1991,Khusus
61,"Jl. Raya Taman Mini, Komp. Taman Mini Indonesia Indah ",Baru,106.9014520,-,Kota Jakarta Timur,Cipayung,MS000052,,-6.3032600,4988,69E5D7F5-FF8C-4277-A8B9-63067BC0BF49,Museum Timor Timur,Istana Anak-Anak Indonesia,D.K.I. Jakarta,,-,,ISTANA ANAK-ANAK INDONESIA,1980,khusus
62,"Jl. Raya Taman Mini, Kompleks Taman Mini",Baru,106.8988850,-,Kota Jakarta Timur,Cipayung,MS000030,,-6.3049050,62500,E547725D-AF54-449C-8E1B-3D6FC5BFB579,Museum Transportasi,Kementerian Perhubungan,D.K.I. Jakarta,,-,,KEMENTERIAN PERHUBUNGAN,1991,Khusus
63,Jl. Gatot Subroto Kav. 16,Lama,106.8189490,-,Kota Jakarta Selatan,Setia Budi,MS000119,,-6.2310130,1600,744EF7A5-C75D-4FD2-80AA-D12C4C3A10E4,Museum Waspada Purbawisesa,Pusjarah TNI,D.K.I. Jakarta,,-,,PUSJARAH TNI,1987,Khusus
64,Jl. Pintu Besar Utara  No.27,Lama,106.8125830,-,Kota Jakarta Barat,Taman Sari,MS000103,5147,-6.1348670,1920,8F4385E6-EA4D-45A8-A395-B5C736BEB2B6,Museum Wayang ,PEMERINTAH DAERAH,D.K.I. Jakarta,,A,,PEMERINTAH DAERAH,1975,Khusus
65, Jl. Ir. H. Juanda 22,Lama,106.7937480,-,Kota Bogor,Kota Bogor Tengah,MS000181,950000,-6.5990800,48000,4323FE97-D19E-4AB4-9F22-0A5ABEBA7D70,Herbarium Bogoriensi Museum,Lembaga Ilmu Pengetahuan Indonesia (LIPI) ,Prop. Jawa Barat,0,-,-,-,1982,-
66,Jl. Jend. Sudirman  No. 35,-,106.7970280,-,Kota Bogor,Tanah Sereal,MS000164,0,-6.5859190,0,06CD4CC9-400B-4D09-9647-9ADBABC4242C,Monumen & Museum Peta,ABRI,Prop. Jawa Barat,0,B,-,-,1995,Khusus
67,Sukapura,-,108.1847700,-,Kab. Tasikmalaya,Sukaraja,MS000177,0,-7.4481770,0,1005678D-D780-462E-B371-4197C49EAEAB,Museum Alit Leluhur Sukapura Kabupaten Tasikmalaya,Dinas Kebudayaan Pariwisata dan Olahraga Tasikmalaya,Prop. Jawa Barat,0,-,-,-,2000,-
68,Kawasan Pangkalan TNI Angkatan Udara Suryadarma,Lama,107.6574870,-,Kab. Subang,Subang,MS000178,0,-6.5273920,9000,5D5CBCE3-E794-4115-8275-AA837BFB7E39,Museum Amerta Dirgantara Mandala Lanud Suryadarma,TNI,Prop. Jawa Barat,0,-,-,-,1982,-
69,Jl. Prof. Dr. Ir. Sutami No.91,-,107.5875240,-,Kota Bandung,Sukasari,MS000162,0,-6.8782390,0,5F7960ED-FB2F-44C1-BD33-22FE8D9D5671,Museum Barli Bandung,SWASTA,Prop. Jawa Barat,0,C,-,-,1992,Khusus
70,Jln. Sunan Drajat,-,108.4774850,-,Kab. Cirebon,Astana Japura,MS000174,0,-6.7624010,0,7DB66329-F93C-4A1B-A758-CB796B573EC6,Museum Daerah Kab. Cirebon,-,Prop. Jawa Barat,0,-,-,-,0,-
71,Jl. Ir. H. Juanda No. 22 – 24,-,106.7938650,-,Kota Bogor,Kota Bogor Tengah,MS000160,3700,-6.5988510,0,F77687C0-B742-40E0-8184-091E7369EC11,Museum Etnobotani Indonesia,LIPI,Prop. Jawa Barat,0,C,-,-,1982,Khusus
72,Jl. KH. Ahmad Dahlan Ciamis,-,108.3500840,-,Kab. Ciamis,Ciamis,MS000175,0,-7.3321640,0,61C076C2-151D-450C-8D41-E5D110853BBE,Museum Galuh Pakuan,Yayasan Koesoemawinata,Prop. Jawa Barat,0,B,-,-,0,-
73,Jln. Merdeka No. 28,-,108.5707640,-,Kota Cirebon,Lemahwungkuk,MS000169,0,-6.7223700,0,BE8C1B4C-3929-4251-8851-123DF242BB1D,Museum Gedung Pusaka Keraton Kanoman,dinas kebudayaan pemuda dan olahraga kabupaten cirebon,Prop. Jawa Barat,0,C,-,-,1997,-
74,Jl. Diponegoro No.57,,107.6214780,-,Kota Bandung,Coblong,MS000060,,-6.9007040,,7D84B393-A1AD-42A8-B314-7748B470D9C3,Museum Geologi Bandung,Kementerian ESDM,Jawa Barat,,A,,,1929,Khusus
75,Kompleks Istana Kepresidenan Bogor Jl. Ir. H. Djuanda No.1,Baru,106.7956970,-,Kota Bogor,Kota Bogor Tengah,MS000165,0,-6.5980520,3211,1893CFDD-405C-42CD-A1EE-F94457B01E8F,Museum Kepresidenan Republik Indonesia Balai Kirti ,Kemendikbud,Prop. Jawa Barat,0,-,-,-,2014,Khusus
76,Jl. Keraton Kasepuhan No.43,-,108.5724280,-,Kota Cirebon,Lemahwungkuk,MS000183,0,-6.7247680,0,C5CC32F3-1D7B-4159-A7D1-2289606322DA,Museum Keraton Kacirebonan,Pemkot,Prop. Jawa Barat,0,-,-,-,0,-
77,"Jl Keraton Kasepuhan No 43, Kelurahan Kasepuhan",-,108.5725360,-,Kota Cirebon,Lemahwungkuk,MS000153,0,-6.7245680,0,5B0BFE96-9031-4C64-9AE9-0F3E6FDABFC0,Museum Keraton Kasepuhan ,SWASTA,Prop. Jawa Barat,0,C,-,-,0,Khusus
